MQ_rankings:
       gene  traj       <Q>  MisfoldingProp  num_frames  num_misfolded_frames  Folded
176890  1981.875042  26424  201  259  0.91279  1.0       +176 -0.04106 -0.0          0  GainChiral    NoChange   1.04155  99.00000               1               1    7
176891  1981.875042  26424  201  260  0.89327  1.0       +176 -0.04817 -0.0          0  GainChiral    NoChange   1.03292  99.00000               1               1    7
176892  1981.875042  26424  201  261  0.87353  1.0       +176 -0.03725 -0.0          0  GainChiral    NoChange   1.03485  99.00000               1               1    7
176893  1981.875042  26424  201  262  0.86448  1.0       +176 -0.00383 -0.0          0  GainChiral    NoChange   1.03200  99.00000               1               1    7
176894  1981.875042  26424  201  263  0.84123  1.0       +176  0.03328  0.0          0  GainChiral    NoChange   1.03440  99.00000               1               1    7
176895  1981.875042  26424  202  256  0.89170  1.0       +175 -0.05634 -0.0          0  GainChiral    NoChange   1.11389  99.00000               1               1    7
176896  1981.875042  26424  202  302  0.79559  1.0       +176 -0.82439 -1.0       -348  GainChiral  GainChiral   1.05704   1.03549               1               1    5
176897  1981.875042  26424  203  299  0.73207  1.0       +176 -0.73735 -1.0       -348  GainChiral  GainChiral   1.07711   1.01788               1               1    5
176898  1981.875042  26424  203  302  0.73806  1.0       +176 -0.86173 -1.0       -348  GainChiral  GainChiral   1.08610   1.03970               1               1    5
176899  1981.875042  26424  203  303  0.74396  1.0       +176 -0.85820 -1.0       -348  GainChiral  GainChiral   1.09140   1.04058               1               1    5
176900  1981.875042  26424  204  260  0.83164  1.0       +176 -0.07718 -0.0          0  GainChiral    NoChange   1.04373  99.00000               1               1    7
176901  1981.875042  26424  204  261  0.81373  1.0       +176 -0.06219 -0.0          0  GainChiral    NoChange   1.05385  99.00000               1               1    7
176902  1981.875042  26424  204  262  0.79945  1.0       +176 -0.03507 -0.0          0  GainChiral    NoChange   1.06038  99.00000               1               1    7
176903  1981.875042  26424  204  299  0.71979  1.0       +176 -0.76401 -1.0       -348  GainChiral  GainChiral   1.04927   1.02677               1               1    5
176904  1981.875042  26424  204  302  0.71287  1.0       +176 -0.88673 -1.0       -348  GainChiral  GainChiral   1.04296   1.04843               1               1    5
176905  1981.875042  26424  204  369  0.90226  1.0       +176 -0.02578 -0.0          0  GainChiral    NoChange   1.06608  99.00000               1               1    7
176906  1981.875042  26424  205  260  0.83310  1.0       +176 -0.00721 -0.0          0  GainChiral    NoChange   1.05062  99.00000               1               1    7
176907  1981.875042  26424  205  299  0.70410  1.0       +176 -0.73568 -1.0       -348  GainChiral  GainChiral   1.05599   0.99930               1               1    5
176908  1981.875042  26424  205  301  0.70146  1.0       +176 -0.81258 -1.0       -348  GainChiral  GainChiral   1.05090   1.02682               1               1    5
176909  1981.875042  26424  205  302  0.68888  1.0       +176 -0.86070 -1.0       -348  GainChiral  GainChiral   1.04904   1.02457               1               1    5
176910  1981.875042  26424  206  301  0.66552  1.0  +176,-199 -0.81235 -1.0       -348  GainChiral  GainChiral   1.05292   1.03933               2               1    6
176911  1981.875042  26424  206  302  0.64914  1.0  +176,-199 -0.86444 -1.0       -348  GainChiral  GainChiral   1.05063   1.04070               2               1    6
176912  1981.875042  26424  207  259  0.77275  1.0       +176  0.05711  0.0          0  GainChiral    NoChange   1.02479  99.00000               1               1    7
176913  1981.875042  26424  212  255  0.91013  1.0       +176  0.06213  0.0          0  GainChiral    NoChange   1.02800  99.00000               1               1    7
176914  1981.875042  26424  212  256  0.90120  1.0       +176  0.04566  0.0          0  GainChiral    NoChange   1.10941  99.00000               1               1    7
176915  1981.875042  26424  215  255  0.88261  1.0       +176  0.05046  0.0          0  GainChiral    NoChange   1.03737  99.00000               1               1    7
176916  1981.875042  26424  216  255  0.88739  1.0       +176  0.02841  0.0          0  GainChiral    NoChange   1.03340  99.00000               1               1    7
176917  1981.875042  26424  217  306  0.32560  0.0       -197 -0.90052 -1.0       -348  LossChiral  GainChiral   1.03101   1.03726               1               1    1
176918  1981.875042  26424  217  309  0.34094  0.0       -197 -0.94923 -1.0       -348  LossChiral  GainChiral   1.03608   1.03921               1               1    1
176919  1981.875042  26424  217  310  0.33458  0.0       -197 -0.96281 -1.0       -348  LossChiral  GainChiral   1.03619   1.04600               1               1    1
176920  1981.875042  26424  219  246  0.95149  1.0       +176  0.01325  0.0          0  GainChiral    NoChange   1.03849  99.00000               1               1    7
176921  1981.875042  26424  219  250  0.82733  1.0       +176  0.02102  0.0          0  GainChiral    NoChange   1.03169  99.00000               1               1    7
176922  1981.875042  26424  220  310  0.36854  0.0       -197 -0.96147 -1.0       -348  LossChiral  GainChiral   1.04693   1.04946               1               1    1
176923  1981.875042  26424  221  310  0.40090  0.0       -197 -0.93172 -1.0       -348  LossChiral  GainChiral   1.03629   1.04662               1               1    1
176924  1981.875042  26424  222  246  0.86716  1.0       +176  0.03338  0.0          0  GainChiral    NoChange   1.02758  99.00000               1               1    7
176925  1981.875042  26424  223  246  0.87771  1.0       +176 -0.00519 -0.0          0  GainChiral    NoChange   1.03852  99.00000               1               1    7
176926  1981.875042  26424  224  332  0.46008  0.0       -197 -0.79940 -1.0       -348  LossChiral  GainChiral   1.06136   0.97704               1               1    1
176927  1981.875042  26424  227  336  0.46612  0.0  +176,-196 -0.96493 -1.0       -348    NoChange  GainChiral  99.00000   1.01246               2               1    3
176928  1981.875042  26424  228  335  0.50941  0.0  +176,-196 -0.91754 -1.0       -348    NoChange  GainChiral  99.00000   0.99862               2               1    3
176929  1981.875042  26424  228  336  0.49253  0.0  +176,-194 -0.96617 -1.0       -348    NoChange  GainChiral  99.00000   1.01200               2               1    3
176930  1981.875042  26424  265  284 -0.02322 -0.0          0 -1.05040 -1.0       -348    NoChange  GainChiral  99.00000   1.04481               1               1    2
176931  1981.875042  26424  265  287 -0.02700 -0.0          0 -0.89542 -1.0       -348    NoChange  GainChiral  99.00000   1.01421               1               1    2
176932  1981.875042  26424  265  288 -0.04665 -0.0          0 -0.92873 -1.0       -348    NoChange  GainChiral  99.00000   1.03838               1               1    2
176933  1981.875042  26424  265  291 -0.03919 -0.0          0 -0.83904 -1.0       -348    NoChange  GainChiral  99.00000   1.03348               1               1    2
176934  1981.875042  26424  266  284 -0.03982 -0.0          0 -0.97969 -1.0       -348    NoChange  GainChiral  99.00000   1.03935               1               1    2
176935  1981.875042  26424  268  287 -0.03742 -0.0          0 -0.94201 -1.0       -348    NoChange  GainChiral  99.00000   1.03049               1               1    2
176936  1981.875042  26424  269  283  0.00202  0.0          0 -1.08361 -1.0       -348    NoChange  GainChiral  99.00000   1.08035               1               1    2
176937  1981.875042  26424  269  284 -0.02035 -0.0          0 -1.03803 -1.0       -348    NoChange  GainChiral  99.00000   1.06640               1               1    2
176938  1981.875042  26424  269  287 -0.03677 -0.0          0 -0.88863 -1.0       -348    NoChange  GainChiral  99.00000   1.03593               1               1    2
176939  1981.875042  26424  270  283  0.00150  0.0          0 -1.00379 -1.0       -348    NoChange  GainChiral  99.00000   1.06045               1               1    2
176940  1981.875042  26424  272  283  0.01107  0.0          0 -1.05678 -1.0       -348    NoChange  GainChiral  99.00000   1.08545               1               1    2
176941  1981.875042  26424  273  283  0.00067  0.0          0 -0.95104 -1.0       -348    NoChange  GainChiral  99.00000   1.04746               1               1    2
176942  1981.875042  26424  341  385 -0.94062 -1.0       -280  0.00000  0.0          0  GainChiral    NoChange   0.99061  99.00000               1               1    0
176943  1981.875042  26424  341  386 -0.94701 -1.0       -281  0.00000  0.0          0  GainChiral    NoChange   0.99538  99.00000               1               1    0
176944  1981.875042  26424  342  349 -0.69154 -1.0       -280  0.00882  0.0          0  GainChiral    NoChange   0.70420  99.00000               1               1    0
176945  1981.875042  26424  342  385 -0.98693 -1.0       -281  0.00000  0.0          0  GainChiral    NoChange   1.00204  99.00000               1               1    0
176946  1981.875042  26424  342  386 -0.99214 -1.0       -281  0.00000  0.0          0  GainChiral    NoChange   1.00656  99.00000               1               1    0
176947  1981.875042  26424  343  386 -0.93913 -1.0       -280  0.00000  0.0          0  GainChiral    NoChange   0.97915  99.00000               1               1    0
tag: Q46856_1OJ7_D
python src/data/backmap.py --aa_pdb ../Rebuild_AllAtom_structures/data/post_rebuilt/Q46856_1OJ7_D_rebuilt.pdb --cg_pdb ./highQ_Misfoled_Candidates/Q46856_t7_f-243_Q0.902.pdb -p 1

####################################################################################################
GAIN P0AES0 5
Qfile: ../../../../git_slugs/Failure-to-Form_Native_Entanglements_slug/Simulations_of_Native_Entanglement_Misfolding/Trajectory_Analysis/P0AES0_2IO9_B/Q/P0AES0_2IO9_B_t5.Q
(2600,) 1134 0.9384116693679092 1466 0.9384116693679092
dcdfile: ../../../../git_slugs/Failure-to-Form_Native_Entanglements_slug/Simulations_of_Native_Entanglement_Misfolding/Temp_Quench_Dynamics/P0AES0_2IO9_B/Quenching/P0AES0_2IO9_B_t5_quench.dcd
psffile: ../../../../git_slugs/Failure-to-Form_Native_Entanglements_slug/Simulations_of_Native_Entanglement_Misfolding/Temp_Quench_Dynamics/P0AES0_2IO9_B/setup/P0AES0_2IO9_B_rebuilt_clean_ca.psf
Frame -1466 successfully saved to ./highQ_Misfoled_Candidates/P0AES0_t5_f-1466_Q0.938.pdb.
frame: 25201
frame_EntInfo:
         Time(ns)  Frame    i    j       gn   Gn  crossingsN       gc   Gc crossingsC NchangeType CchangeType  delta_gn  delta_gc  len_crossingsN  len_crossingsC  cID
66122  1890.15004  25201   15  154  0.09599  0.0           0  0.70756  1.0       +188    NoChange  PureChiral      99.0   2.00970               1               1    2
66123  1890.15004  25201   16  154  0.22633  0.0           0  0.69672  1.0       +188    NoChange  PureChiral      99.0   2.00812               1               1    2
66124  1890.15004  25201   16  155  0.22880  0.0           0  0.77430  1.0       +189    NoChange  PureChiral      99.0   2.03379               1               1    2
66125  1890.15004  25201   16  156  0.21504  0.0           0  0.85909  1.0       +189    NoChange  PureChiral      99.0   2.02645               1               1    2
66126  1890.15004  25201   16  157  0.21713  0.0           0  0.88761  1.0       +188    NoChange  PureChiral      99.0   2.02633               1               1    2
66127  1890.15004  25201   16  158  0.22435  0.0           0  0.92726  1.0       +188    NoChange  PureChiral      99.0   2.00032               1               1    2
66128  1890.15004  25201   16  159  0.23609  0.0           0  0.93376  1.0       +188    NoChange  PureChiral      99.0   1.99361               1               1    2
66129  1890.15004  25201   17  157  0.14371  0.0           0  0.87454  1.0       +188    NoChange  PureChiral      99.0   2.02573               1               1    2
66130  1890.15004  25201   17  158  0.15251  0.0           0  0.91607  1.0       +188    NoChange  PureChiral      99.0   1.99982               1               1    2
66131  1890.15004  25201   17  159  0.16356  0.0           0  0.92081  1.0       +188    NoChange  PureChiral      99.0   1.99260               1               1    2
66132  1890.15004  25201   17  160  0.17371  0.0           0  0.95291  1.0       +188    NoChange  PureChiral      99.0   1.95562               1               1    2
66133  1890.15004  25201   18  145  0.07898  0.0           0  0.96713  1.0       +188    NoChange  PureChiral      99.0   2.08694               1               1    2
66134  1890.15004  25201   18  158  0.02798  0.0           0  0.90960  1.0       +188    NoChange  PureChiral      99.0   2.00385               1               1    2
66135  1890.15004  25201   18  159  0.03539  0.0           0  0.91292  1.0       +188    NoChange  PureChiral      99.0   1.99638               1               1    2
66136  1890.15004  25201   18  160  0.04318  0.0           0  0.94454  1.0       +188    NoChange  PureChiral      99.0   1.95908               1               1    2
66137  1890.15004  25201   19  135  0.05214  0.0           0  1.02925  1.0       +188    NoChange  PureChiral      99.0   2.01307               1               1    2
66138  1890.15004  25201   24  146 -0.00350 -0.0           0  0.93903  1.0       +188    NoChange  PureChiral      99.0   2.07471               1               1    2
66139  1890.15004  25201   24  147  0.02175  0.0           0  0.90258  1.0       +188    NoChange  PureChiral      99.0   2.08534               1               1    2
66140  1890.15004  25201   25  147  0.03474  0.0           0  0.92472  1.0       +189    NoChange  PureChiral      99.0   2.08510               1               1    2
66141  1890.15004  25201   26  147  0.14499  0.0           0  0.95532  1.0       +189    NoChange  PureChiral      99.0   2.07840               1               1    2
66142  1890.15004  25201   26  148  0.12174  0.0           0  0.89942  1.0       +189    NoChange  PureChiral      99.0   2.05915               1               1    2
66143  1890.15004  25201   27  147  0.08587  0.0           0  0.96015  1.0       +188    NoChange  PureChiral      99.0   2.08058               1               1    2
66144  1890.15004  25201   27  148  0.06407  0.0           0  0.90175  1.0       +188    NoChange  PureChiral      99.0   2.06081               1               1    2
66145  1890.15004  25201   56  147 -0.01898 -0.0           0  0.96264  1.0       +188    NoChange  PureChiral      99.0   2.07082               1               1    2
66146  1890.15004  25201   56  148 -0.00092 -0.0           0  0.90908  1.0       +189    NoChange  PureChiral      99.0   2.06161               1               1    2
66147  1890.15004  25201   57  147 -0.11179 -0.0           0  0.97590  1.0       +188    NoChange  PureChiral      99.0   2.07843               1               1    2
66148  1890.15004  25201   57  148 -0.09356 -0.0           0  0.92050  1.0       +189    NoChange  PureChiral      99.0   2.07028               1               1    2
66149  1890.15004  25201   58  130 -0.10184 -0.0           0  0.94691  1.0       +189    NoChange  PureChiral      99.0   2.00883               1               1    2
66150  1890.15004  25201   58  131 -0.11453 -0.0           0  0.98288  1.0       +189    NoChange  PureChiral      99.0   1.99507               1               1    2
66151  1890.15004  25201   58  132 -0.12162 -0.0           0  1.04234  1.0       +189    NoChange  PureChiral      99.0   2.01129               1               1    2
66152  1890.15004  25201   58  146 -0.10960 -0.0           0  0.99587  1.0       +188    NoChange  PureChiral      99.0   2.07107               1               1    2
66153  1890.15004  25201   58  147 -0.09818 -0.0           0  0.95919  1.0       +188    NoChange  PureChiral      99.0   2.07885               1               1    2
66154  1890.15004  25201   58  148 -0.07858 -0.0           0  0.90116  1.0       +188    NoChange  PureChiral      99.0   2.06906               1               1    2
66155  1890.15004  25201   59  131 -0.07464 -0.0           0  0.97685  1.0       +188    NoChange  PureChiral      99.0   1.98714               1               1    2
66156  1890.15004  25201   61  146 -0.05989 -0.0           0  0.93723  1.0       +188    NoChange  PureChiral      99.0   2.06642               1               1    2
66157  1890.15004  25201   61  147 -0.04773 -0.0           0  0.90134  1.0       +188    NoChange  PureChiral      99.0   2.07387               1               1    2
66158  1890.15004  25201   62  116 -0.06175 -0.0           0  0.90457  1.0       +188    NoChange  PureChiral      99.0   2.03815               1               1    2
66159  1890.15004  25201   62  131 -0.08671 -0.0           0  0.95100  1.0       +189    NoChange  PureChiral      99.0   1.98039               1               1    2
66160  1890.15004  25201   62  132 -0.08039 -0.0           0  1.01384  1.0       +188    NoChange  PureChiral      99.0   2.00050               1               1    2
66161  1890.15004  25201   62  133 -0.08844 -0.0           0  1.02112  1.0       +189    NoChange  PureChiral      99.0   2.02201               1               1    2
66162  1890.15004  25201   80  118 -0.06558 -0.0           0  0.90862  1.0       +189    NoChange  PureChiral      99.0   2.10052               1               1    2
66163  1890.15004  25201   80  119 -0.06193 -0.0           0  0.87037  1.0       +189    NoChange  PureChiral      99.0   2.16759               1               1    2
66164  1890.15004  25201   80  120 -0.05317 -0.0           0  0.81331  1.0       +189    NoChange  PureChiral      99.0   2.20302               1               1    2
66165  1890.15004  25201   80  130 -0.05962 -0.0           0  0.98606  1.0       +189    NoChange  PureChiral      99.0   2.01219               1               1    2
66166  1890.15004  25201   80  131 -0.06535 -0.0           0  1.01951  1.0       +189    NoChange  PureChiral      99.0   1.99578               1               1    2
66167  1890.15004  25201   81  118 -0.04926 -0.0           0  0.98739  1.0       +189    NoChange  PureChiral      99.0   2.05482               1               1    2
66168  1890.15004  25201   81  119 -0.04515 -0.0           0  0.94513  1.0       +189    NoChange  PureChiral      99.0   2.11529               1               1    2
66169  1890.15004  25201   81  120 -0.03883 -0.0           0  0.88058  1.0       +189    NoChange  PureChiral      99.0   2.13291               1               1    2
66170  1890.15004  25201   81  121 -0.02802 -0.0           0  0.86644  1.0       +189    NoChange  PureChiral      99.0   2.18247               1               1    2
66171  1890.15004  25201   81  130 -0.04135 -0.0           0  1.02018  1.0       +189    NoChange  PureChiral      99.0   2.02326               1               1    2
66172  1890.15004  25201   82  120 -0.01998 -0.0           0  0.84057  1.0       +189    NoChange  PureChiral      99.0   2.14632               1               1    2
66173  1890.15004  25201   83  118 -0.03643 -0.0           0  0.91520  1.0       +189    NoChange  PureChiral      99.0   2.07147               1               1    2
66174  1890.15004  25201   84  102 -0.04380 -0.0           0  0.62686  1.0       +189    NoChange  GainChiral      99.0   0.75657               1               1    0
66175  1890.15004  25201   84  118  0.02316  0.0           0  1.01586  1.0       +189    NoChange  PureChiral      99.0   2.08444               1               1    2
66176  1890.15004  25201  105  173 -0.12636 -0.0           0  0.71296  1.0       +186    NoChange  GainChiral      99.0   0.92846               1               1    1
66177  1890.15004  25201  105  174 -0.11906 -0.0           0  0.71097  1.0       +185    NoChange  GainChiral      99.0   0.89827               1               1    1
tag: P0AES0_2IO9_B
python src/data/backmap.py --aa_pdb ../Rebuild_AllAtom_structures/data/post_rebuilt/P0AES0_2IO9_B_rebuilt.pdb --cg_pdb ./highQ_Misfoled_Candidates/P0AES0_t5_f-1466_Q0.938.pdb -p 1

####################################################################################################
GAIN Q46856 43
Qfile: ../../../../git_slugs/Failure-to-Form_Native_Entanglements_slug/Simulations_of_Native_Entanglement_Misfolding/Trajectory_Analysis/Q46856_1OJ7_D/Q/Q46856_1OJ7_D_t43.Q
(2600,) 1640 0.948936170212766 960 0.948936170212766
dcdfile: ../../../../git_slugs/Failure-to-Form_Native_Entanglements_slug/Simulations_of_Native_Entanglement_Misfolding/Temp_Quench_Dynamics/Q46856_1OJ7_D/Quenching/Q46856_1OJ7_D_t43_quench.dcd
psffile: ../../../../git_slugs/Failure-to-Form_Native_Entanglements_slug/Simulations_of_Native_Entanglement_Misfolding/Temp_Quench_Dynamics/Q46856_1OJ7_D/setup/Q46856_1OJ7_D_rebuilt_clean_ca.psf
Frame -960 successfully saved to ./highQ_Misfoled_Candidates/Q46856_t43_f-960_Q0.949.pdb.
frame: 25707
frame_EntInfo:
           Time(ns)  Frame    i    j       gn   Gn crossingsN       gc   Gc crossingsC NchangeType CchangeType  delta_gn  delta_gc  len_crossingsN  len_crossingsC  cID
154041  1928.100041  25707   45  178  0.96494  1.0        +33  0.88659  1.0       +241    NoChange  GainChiral  99.00000   0.87263               1               1    8
154042  1928.100041  25707  136  178  0.24913  0.0          0  0.87156  1.0       +241    NoChange  GainChiral  99.00000   0.85498               1               1    4
154043  1928.100041  25707  138  190  0.23579  0.0          0  1.02598  1.0       +241    NoChange  GainChiral  99.00000   1.01105               1               1    4
154044  1928.100041  25707  139  187  0.29130  0.0          0  1.03582  1.0       +241    NoChange  GainChiral  99.00000   1.00956               1               1    4
154045  1928.100041  25707  139  190  0.26890  0.0          0  1.05347  1.0       +241    NoChange  GainChiral  99.00000   1.01332               1               1    4
154046  1928.100041  25707  139  191  0.28317  0.0          0  1.01874  1.0       +241    NoChange  GainChiral  99.00000   1.02158               1               1    4
154047  1928.100041  25707  140  189  0.30159  0.0          0  1.10253  1.0       +241    NoChange  GainChiral  99.00000   0.99017               1               1    4
154048  1928.100041  25707  140  190  0.29429  0.0          0  1.01878  1.0       +241    NoChange  GainChiral  99.00000   0.97622               1               1    4
154049  1928.100041  25707  140  192  0.30716  0.0          0  1.07659  1.0       +241    NoChange  GainChiral  99.00000   0.99364               1               1    4
154050  1928.100041  25707  140  193  0.29141  0.0          0  1.04149  1.0       +241    NoChange  GainChiral  99.00000   0.99326               1               1    4
154051  1928.100041  25707  140  194  0.29568  0.0          0  0.93830  1.0       +241    NoChange  GainChiral  99.00000   0.98059               1               1    4
154052  1928.100041  25707  141  190  0.45475  0.0          0  1.00728  1.0       +241    NoChange  GainChiral  99.00000   0.98268               1               1    4
154053  1928.100041  25707  141  193  0.45129  0.0          0  1.02738  1.0       +241    NoChange  GainChiral  99.00000   1.00641               1               1    4
154054  1928.100041  25707  141  194  0.45661  0.0          0  0.92861  1.0       +241    NoChange  GainChiral  99.00000   0.99587               1               1    4
154055  1928.100041  25707  142  194  0.52277  0.0          0  0.92331  1.0       +241    NoChange  GainChiral  99.00000   1.00498               1               1    4
154056  1928.100041  25707  157  274  0.19083  0.0          0 -1.23934 -1.0       -367    NoChange  GainChiral  99.00000   1.07152               1               1    2
154057  1928.100041  25707  157  275  0.18900  0.0          0 -1.16874 -1.0       -367    NoChange  GainChiral  99.00000   1.04402               1               1    2
154058  1928.100041  25707  158  271  0.10556  0.0          0 -1.07294 -1.0       -367    NoChange  GainChiral  99.00000   1.05956               1               1    2
154059  1928.100041  25707  158  274  0.14937  0.0          0 -1.27222 -1.0       -367    NoChange  GainChiral  99.00000   1.07977               1               1    2
154060  1928.100041  25707  159  270  0.13401  0.0          0 -1.07213 -1.0       -367    NoChange  GainChiral  99.00000   1.05388               1               1    2
154061  1928.100041  25707  159  271  0.14423  0.0          0 -1.11040 -1.0       -367    NoChange  GainChiral  99.00000   1.06311               1               1    2
154062  1928.100041  25707  159  274  0.19066  0.0          0 -1.30312 -1.0       -367    NoChange  GainChiral  99.00000   1.08094               1               1    2
154063  1928.100041  25707  185  337  0.92119  1.0       +176 -1.02918 -1.0       -367  GainChiral  GainChiral   0.99588   1.09565               1               1    5
154064  1928.100041  25707  185  338  0.91238  1.0       +176 -0.99073 -1.0       -367  GainChiral  GainChiral   0.99380   1.08756               1               1    5
154065  1928.100041  25707  188  333  0.93687  1.0       +176 -0.91345 -1.0       -367  GainChiral  GainChiral   1.00114   1.07164               1               1    5
154066  1928.100041  25707  188  336  0.94808  1.0       +176 -1.04964 -1.0       -367  GainChiral  GainChiral   1.00262   1.09161               1               1    5
154067  1928.100041  25707  188  337  0.94508  1.0       +176 -1.03755 -1.0       -368  GainChiral  GainChiral   1.00447   1.09555               1               1    5
154068  1928.100041  25707  188  338  0.93137  1.0       +176 -1.00254 -1.0       -367  GainChiral  GainChiral   1.00511   1.08818               1               1    5
154069  1928.100041  25707  189  279  0.89968  1.0       +176 -1.16994 -1.0       -367  GainChiral  GainChiral   1.00661   1.06453               1               1    5
154070  1928.100041  25707  189  280  0.89356  1.0       +176 -1.10844 -1.0       -367  GainChiral  GainChiral   1.00850   1.05511               1               1    5
154071  1928.100041  25707  189  281  0.92005  1.0       +176 -1.09807 -1.0       -367  GainChiral  GainChiral   1.00478   1.06580               1               1    5
154072  1928.100041  25707  189  282  0.92854  1.0       +176 -1.05262 -1.0       -367  GainChiral  GainChiral   1.01308   1.04959               1               1    5
154073  1928.100041  25707  190  247  0.86773  1.0       +176 -0.15749 -0.0          0  GainChiral    NoChange   1.02879  99.00000               1               1    7
154074  1928.100041  25707  190  281  0.97632  1.0       +176 -1.07532 -1.0       -367  GainChiral  GainChiral   1.04273   1.06608               1               1    5
154075  1928.100041  25707  191  247  0.77205  1.0       +175 -0.15079 -0.0          0  GainChiral    NoChange   0.97907  99.00000               1               1    7
154076  1928.100041  25707  192  281  0.81454  1.0       +176 -1.15349 -1.0       -367  GainChiral  GainChiral   0.96330   1.07501               1               1    5
154077  1928.100041  25707  192  285  0.83450  1.0       +176 -0.95760 -1.0       -367  GainChiral  GainChiral   0.97277   1.08671               1               1    5
154078  1928.100041  25707  192  333  0.85778  1.0       +176 -0.94099 -1.0       -367  GainChiral  GainChiral   0.97613   1.07923               1               1    5
154079  1928.100041  25707  193  247  0.81727  1.0       +176 -0.18722 -0.0          0  GainChiral    NoChange   0.99822  99.00000               1               1    7
154080  1928.100041  25707  193  280  0.89420  1.0       +176 -1.14167 -1.0       -367  GainChiral  GainChiral   1.01776   1.06979               1               1    5
154081  1928.100041  25707  193  281  0.91000  1.0       +176 -1.12988 -1.0       -367  GainChiral  GainChiral   1.01121   1.07963               1               1    5
154082  1928.100041  25707  193  284  0.91816  1.0       +176 -0.96558 -1.0       -367  GainChiral  GainChiral   1.02306   1.06931               1               1    5
154083  1928.100041  25707  194  246  0.94937  1.0       +176 -0.16619 -0.0          0  GainChiral    NoChange   1.00232  99.00000               1               1    7
154084  1928.100041  25707  194  247  0.82753  1.0       +176 -0.14631 -0.0          0  GainChiral    NoChange   0.99819  99.00000               1               1    7
154085  1928.100041  25707  194  250  0.90792  1.0       +176 -0.21516 -0.0          0  GainChiral    NoChange   1.02227  99.00000               1               1    7
154086  1928.100041  25707  194  251  0.83458  1.0       +176 -0.13519 -0.0          0  GainChiral    NoChange   1.00610  99.00000               1               1    7
154087  1928.100041  25707  195  250  0.81203  1.0       +176 -0.21417 -0.0          0  GainChiral    NoChange   1.00330  99.00000               1               1    7
154088  1928.100041  25707  196  284  0.78466  1.0       +176 -1.01504 -1.0       -367  GainChiral  GainChiral   0.99598   1.07056               1               1    5
154089  1928.100041  25707  197  250  0.87465  1.0       +176 -0.22661 -0.0          0  GainChiral    NoChange   1.01972  99.00000               1               1    7
154090  1928.100041  25707  197  251  0.79327  1.0       +176 -0.14772 -0.0          0  GainChiral    NoChange   1.00051  99.00000               1               1    7
154091  1928.100041  25707  198  250  0.83487  1.0       +176 -0.17578 -0.0          0  GainChiral    NoChange   1.02451  99.00000               1               1    7
154092  1928.100041  25707  198  251  0.75334  1.0       +176 -0.09492 -0.0          0  GainChiral    NoChange   1.00447  99.00000               1               1    7
154093  1928.100041  25707  198  255  0.89165  1.0       +176 -0.11212 -0.0          0  GainChiral    NoChange   1.00981  99.00000               1               1    7
154094  1928.100041  25707  200  263  0.78252  1.0       +176 -0.90799 -1.0       -368  GainChiral  GainChiral   1.01025   0.88226               1               1    5
154095  1928.100041  25707  201  255  0.88470  1.0       +176 -0.05524 -0.0          0  GainChiral    NoChange   1.00443  99.00000               1               1    7
154096  1928.100041  25707  201  256  0.86433  1.0       +176 -0.05533 -0.0          0  GainChiral    NoChange   1.02176  99.00000               1               1    7
154097  1928.100041  25707  201  259  0.88503  1.0       +176 -0.05308 -0.0          0  GainChiral    NoChange   1.01379  99.00000               1               1    7
154098  1928.100041  25707  202  256  0.80499  1.0       +176 -0.05881 -0.0          0  GainChiral    NoChange   1.02718  99.00000               1               1    7
154099  1928.100041  25707  202  302  0.73625  1.0       +176 -0.88405 -1.0       -367  GainChiral  GainChiral   0.99770   1.09515               1               1    5
154100  1928.100041  25707  203  299  0.66484  1.0       +176 -0.81362 -1.0       -367  GainChiral  GainChiral   1.00988   1.09415               1               1    5
154101  1928.100041  25707  203  302  0.65564  1.0       +176 -0.92313 -1.0       -367  GainChiral  GainChiral   1.00368   1.10110               1               1    5
154102  1928.100041  25707  203  303  0.65910  1.0       +176 -0.92059 -1.0       -367  GainChiral  GainChiral   1.00654   1.10297               1               1    5
154103  1928.100041  25707  203  306  0.64598  1.0       +176 -1.01587 -1.0       -367  GainChiral  GainChiral   1.00209   1.10731               1               1    5
154104  1928.100041  25707  204  299  0.69031  1.0       +176 -0.84544 -1.0       -367  GainChiral  GainChiral   1.01979   1.10820               1               1    5
154105  1928.100041  25707  204  302  0.68371  1.0       +176 -0.95050 -1.0       -367  GainChiral  GainChiral   1.01380   1.11220               1               1    5
154106  1928.100041  25707  204  369  0.87075  1.0       +176 -0.02604 -0.0          0  GainChiral    NoChange   1.03457  99.00000               1               1    7
154107  1928.100041  25707  205  260  0.79649  1.0       +176 -0.05806 -0.0          0  GainChiral    NoChange   1.01401  99.00000               1               1    7
154108  1928.100041  25707  205  302  0.63482  1.0  +176,-197 -0.91120 -1.0       -367  GainChiral  GainChiral   0.99498   1.07507               2               1    6
154109  1928.100041  25707  205  369  0.84262  1.0       +176 -0.02571 -0.0          0  GainChiral    NoChange   1.03263  99.00000               1               1    7
154110  1928.100041  25707  206  301  0.59306  0.0  +176,-199 -0.86076 -1.0       -367    NoChange  GainChiral  99.00000   1.08774               2               1    3
154111  1928.100041  25707  206  302  0.57988  0.0  +176,-197 -0.90109 -1.0       -367    NoChange  GainChiral  99.00000   1.07735               2               1    3
